,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
574,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,Amazon does share buy box sometimes. Go to keeps click buy box and if orange lines go up and down then amazon shares buy box. How much they share is another discussion.,0,222,7
575,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,"Like others have said, check Keepa graph and when you look at the BB price, you can see easily if Amazon has shared the BB in the past. I do not have direct experience of competing with them for the BB, but I know of many who do it with success. However, just because they have shared it in the past is no indicator that they will continue to do so. Their platform, their rules. ",0,222,7
576,Long Term Storage Fees,Amazon Specific,['Inventory Management'],Mitch,How are Amazon FBA long term storage fees calculated now?  At the end of last year they changed to applying long term fees monthly for inventory stored for more than 180 days.  Did it change again?,1,122,1
577,Long Term Storage Fees,Amazon Specific,['Inventory Management'],Mitch,"When researching I found that, as of February 15, 2019, long term storage fees are still being applied on the 15th of each month.  The most recent change was to when long term fees begin accruing and the size of the fee.  Inventory for which long term fees are applied was reverted back to anything in storage for more than 365 days.
Long term fees are calculated based on square footage taken up in the warehouse.  The fee is now $6.90 per cubic foot per unit or $0.15 per unit, whichever is greater.  The minimum fee, $0.15, was dropped from $0.50 per unit which is great for small items.
Long term fee timelines for items enrolled in the Small & Light Program were not reverted however.  They begin accruing long term fees after 180 days.  Fees from 181-365 days are $0.25 per unit.  After 365 days, they are charge $0.50 per unit.  Be careful with sending too much inventory into the Small and Light Program.  Since retail price must be less than $15, margins are eaten quickly.
https://sellercentral.amazon.com/gp/help/external/200684750?language=en-US&ref=mpbc_201101150_cont_200684750
https://sellercentral.amazon.com/gp/help/external/G201706140?language=en-US&ref=efph_G201706140_cont_200684750",1,122,1
578,About the Flowster-specific category,Flowster-specific,[],system,"Discussion about Flowster, this Forum’s organization, and how we can improve it.",0,0,0
579,Welcome to the Flowster Community,Flowster-specific,[],system,"Looking for help systematizing your eCommerce Business?
The Flowster user forum is a place where eCommerce entrepreneurs come to discover what is really working in eCommerce today; directly from other eCommerce entrepreneurs. Here in the Flowster community, we love our SOPs, so if you are looking to take a more systematic approach to growth, as well as day-to-day operations, you are in the right place. The Flowster community is made up of people who believe that taking a collaborate approach to creating Standard Operating Procedures will result in a greater degree of success for every member of the community.

Flowster Forum Welcome Image.jpg1200×628 103 KB

Here in the Flowster community, we love our SOPs, so if you are looking to take a more systematic approach to growth, as well as day-to-day operations, you are in the right place.
The Flowster community is made up of people who believe that taking a collaborate approach to creating Standard Operating Procedures will result in a greater degree of success for every member of the community.

You may want to close this topic via the admin  (at the upper right and bottom), so that replies don’t pile up on an announcement.",0,505,1
580,WordPress-like Template Editing Control,Flowster-specific,['Updates'],Mitch,"Now if you try to open a template that someone else in your division is currently editing, you’ll see a dialog like so:
Selection_5691919×614 59.4 KB
Clicking TAKE OVER will allow you to edit the template, and the original person (Jane Smith in this example), will lose their editing capabilities and see a similar dialog.
This should eliminate any issues arising from multiple people trying to edit the same template at the same time ",1,117,1
581,WordPress-like Template Editing Control,Flowster-specific,['Updates'],Mitch,Thanks Kane!  I know this is something Liz and I get in trouble with!,1,117,1
582,Cold Email Outreach,Flowster-specific,['Free SOPs'],Kane," 13
Get it here:
https://in.flowster.app/marketplace/sop/5e76782a9e90a7517e6d1e41 13
SOP Overview
This SOP will walk you through how to setup a cold email outreach system.
Why Is This Important?
When implemented correctly, this system can be one of the most effective methods to get leads, clients, and sales.
What Is Covered?
You will learn about:

setting up sending domains / subdomains and email accounts
email scraping
how to create an email signature that helps conversions
setting up campaigns in Lemlist
handling replies properly

When To Run It
Run this for every business or brand you want to do cold email outreach for.
Who Should Run It
Have someone from your sales team complete this workflow.
Tools & Software Required

Access to your domain registrar

Lemlist.com 3 subscription
",0,154,2
583,Converting from TWF Scouting & Sourcing Spreadsheet to WEBS,Flowster-specific,[],Mitch,"Hello,
I purchased WEBS and am getting acquainted with the processes. My question is I have a little over 200 product leads I’ve scouted, have passed the 21-point checklist, and have email contacts or webform links to start contacting in my TWF Scouting & Sourcing Spreadsheet. I would like to upload this information to HubSpot to start sending out emails. I have set my Contact Properties and Data Fields up in HubSpot according to WEBS setup. Do I transfer the info from TWF Spreadsheet into the fields of the WEBS Master Import Sheet or the Product Extraction Sheet and then upload to HubSpot?
If not, is there a more efficient way of doing this that gets the same result?
Thank You",0,152,3
